Indirizzo Completo,A-Codice fiscale,A-Denominazione,First A-Sede/U.L.,Average of Lat,Average of Long
"VIA STAZIONE 71, 33044, MANZANO, UD",01342820303,BI.PA.  S.R.L.,SEDE,45.989059,13.378213
"VIA STAZIONE 71/53, 33044, MANZANO, UD",02774890301,DOMINI & QUERINI ASSICURAZIONI S.R.L.,SEDE,45.989059,13.378213
"VIA STAZIONE 73/1, 33044, MANZANO, UD",02979960305,GLOBAL CONSULTING S.R.L.,SEDE,45.98906,13.37661
"VIA STAZIONE 74 INT.3, 33044, MANZANO, UD",02280060308,FLINSTON COSTRUZIONI S.R.L.,SEDE,45.989101,13.37726
"VIA STAZIONE 8 INT.11, 33089, CHIONS, PN",01159820933,MARCONI TOUR S.R.L.,SEDE,45.846274,12.715768
"VIA STAZIONE 8, 33083, CHIONS, PN",01087780936,IMMOBILIARE PROGRESSO S.R.L.,SEDE,45.861296,12.749069
"VIA STAZIONE 8, 39049, VIPITENO, BZ",02869330304,DOMUS FLOW S.R.L,SEDE,46.896666,11.433822
"VIA STAZIONE 80, 30035, MIRANO, VE",00621620939,FINAM GROUP S.P.A. CON SIGLA FINAM S.P.A.,SEDE,45.45223399999999,12.071214
"VIA STAZIONE DI PROSECCO 15, 34010, SGONICO, TS",00306930322,U-BLOX ITALIA S.P.A.,SEDE,45.736734,13.749002
"VIA STAZIONE DI PROSECCO 29, 34010, SGONICO, TS",00779740323,VIDEOEST SRL,SEDE,45.736734,13.749002
"VIA STAZIONE DI PROSECCO 29/B, 34010, SGONICO, TS",01230050328,BIOGAS PROGETTI SRL,SEDE,45.736734,13.749002
"VIA STAZIONE DI PROSECCO 29/E, 34010, SGONICO, TS",01283800322,ST SKABAR DI SKABAR MICHELE SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.736734,13.749002
"VIA STAZIONE DI PROSECCO 29/F, 34010, SGONICO, TS",00740610324,SERVIS D.O.O. - S.R.L.,UL-2,45.736734,13.749002
"VIA STAZIONE DI PROSECCO 5/B, 34010, SGONICO, TS",00856670328,FRIUL MATERASSI S.R.L.,SEDE,45.73673399999999,13.749001999999999
"VIA STAZIONE DI PROSECCO 5/C, 34010, SGONICO, TS",00932720329,GE MOBIL - SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.73673399999999,13.749001999999999
"VIA STAZIONE FS, 34010, SGONICO, TS",01585570581,RETE FERROVIARIA ITALIANA - SOCIETA  PER AZIONI IN SIGLA RFI S .P.A.,UL-1,45.707985,13.733034
"VIA STAZIONE PROSECCO 13, 34010, SGONICO, TS",01229360324,KRS - SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.736734,13.749002
"VIA STAZIONE PROSECCO 15, 34010, SGONICO, TS",00955410329,ERGOLINES LAB - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.736734,13.749002
"VIA STAZIONE SUD 1, 34077, RONCHI DEI LEGIONARI, GO",01000050318,BERTINAZZI S.R.L.,SEDE,45.818448,13.501197
"VIA STAZIONE SUD, 34077, RONCHI DEI LEGIONARI, GO",01585570581,RETE FERROVIARIA ITALIANA - SOCIETA  PER AZIONI IN SIGLA RFI S .P.A.,UL-6,45.819522,13.500776
"VIA STAZIONE, 33011, ARTEGNA, UD",00227210309,F.LLI MENIS S.R.L.,UL-2,46.232932,13.163095
"VIA STAZZON 7/2, 33080, PORCIA, PN",01369720931,DELSAN AUTOTRASPORTI S.R.L.,SEDE,45.941143,12.607262
"VIA STEFANI 19, 33070, BUDOIA, PN",01677160937,TDS TRASPORTI S.R.L.,UL-1,46.041884,12.534539
"VIA STELLA 4, 33056, PALAZZOLO DELLO STELLA, UD",97103880585,POSTE ITALIANE - SOCIETA  PER AZIONI,UL-63,45.804887,13.080616
"VIA STELLA ALPINA 5, 33081, AVIANO, PN",01768230938,SPORTWINN S.R.L.,UL-2,46.108299,12.513648
"VIA STELLINI 2, 33050, PAVIA DI UDINE, UD",02760490306,DALMASSON PIETRO S.R.L.,SEDE,45.996285,13.302528
"VIA STELLINI 2, 33100, UDINE, UD",02851590303,DALMASSON FORATURA S.R.L.,UL-1,46.071067,13.234579
"VIA STELVIO 9, 20814, VAREDO, MB",08445930962,SINCO WOOD S.R.L.,SEDE,45.60197,9.164553
"VIA STENDHAL 14, 80133, NAPOLI, NA",01207960327,DI NAPOLI S.R.L.,SEDE,40.841927,14.249292000000002
"VIA STERP 5/6, 33037, PASIAN DI PRATO, UD",01934770304,VECELLIO & C. S.R.L.,SEDE,46.048889,13.185199
"VIA STERPO 70, 33061, RIVIGNANO TEOR, UD",00461940306,ITTICA STELLA SOCIETA  AGRICOLA A R.L.,SEDE,45.863169,13.049833
"VIA STEZZANO 87, 24126, BERGAMO, BG",00637110164,ITALCEMENTI FABBRICHE RIUNITE CEMENTO S.P.A. BERGAMO,SEDE,45.65962,9.653257
"VIA STICHEL SNC, 33018, TARVISIO, UD",02249700309,PIUSSI FERRUCCIO  S.R.L.,SEDE,46.493465,13.669067
"VIA STIKEL, 33018, TARVISIO, UD",00420590218,SKIAREA MIARA S.R.L.,UL-1,46.49382,13.667898
"VIA STIRIA - CENTRO PARTIGROSS 45, 33100, UDINE, UD",02816470302,EXTRAFIN S.P.A.,SEDE,46.03455,13.243781
"VIA STIRIA - INT. F 36, 33100, UDINE, UD",01577180308,MISA S.R.L.,SEDE,46.038036,13.2452
"VIA STIRIA 36 INT38, 33100, UDINE, UD",02398720306,AZIMUT FVG S.R.L.,UL-1,46.038549,13.245458
"VIA STIRIA 36 INT46, 33100, UDINE, UD",02885430302,SOPLAYA S.R.L.,SEDE,46.038549,13.245458
"VIA STIRIA 36, 33100, UDINE, UD",01302780323,AZOTEA REAL ESTATE S.R.L.,SEDE,46.038548999999996,13.245457999999996
"VIA STIRIA 36/1, 33100, UDINE, UD",00816610307,ENOLOGICA FRIULANA S.R.L.,SEDE,46.038549,13.245458
"VIA STIRIA 36/43, 33100, UDINE, UD",02251400301,CENTROCUSCINETTI SRL DI PONTE RODOLFO,SEDE,46.038549,13.245458
"VIA STIRIA 36/A, 33100, UDINE, UD",02905320301,HYONSI SRL,SEDE,46.038549,13.245458
"VIA STIRIA 36/B, 33100, UDINE, UD",02524880305,IDEA MARKETING S.R.L.,SEDE,46.038549,13.245458
"VIA STIRIA 36/C, 33100, UDINE, UD",01032160317,COOL & ENERGY S.R.L.,SEDE,46.038549,13.245458
"VIA STIRIA 36/E, 33100, UDINE, UD",02250950306,ARCHE  S.R.L.,SEDE,46.038549,13.245458
"VIA STIRIA 40, 33100, UDINE, UD",01895300307,C.E.T.I. SRL,SEDE,46.037478,13.24583
"VIA STIRIA 45 9-10-11, 33100, UDINE, UD",02162500306,EUROSCREEN S.R.L.,UL-2,46.0353,13.246149
"VIA STIRIA 45 INT 6, 33100, UDINE, UD",15652241009,SERVICES TRADE SRL,UL-1,46.034833,13.244056
"VIA STIRIA 45 INT.6, 33100, UDINE, UD",02956690305,VAPITA SRL,SEDE,46.034833,13.244056
"VIA STIRIA 45, 33100, UDINE, UD",00631990306,BG LOGISTICA & TRASPORTI SRL,SEDE,46.034833,13.244056
"VIA STIRIA 45/13, 33100, UDINE, UD",01777830306,FIBO S.R.L.,UL-1,46.034833,13.244056
"VIA STIRIA 45/14-15, 33100, UDINE, UD",02162500306,EUROSCREEN S.R.L.,UL-1,46.0353,13.246149
"VIA STIRIA 45/16, 33100, UDINE, UD",00637000324,EUROSCREEN S.R.L.,SEDE,46.034833,13.244056
"VIA STIRIA 45/42, 33100, UDINE, UD",04257550279,EKOMILK SRL,UL-1,46.034833,13.244056
"VIA STIRIA 45/43, 33100, UDINE, UD",03007060308,LA FENICE SRL,SEDE,46.034833,13.244056
"VIA STIRIA 45/49, 33100, UDINE, UD",00193540309,TELLINI S.R.L.,SEDE,46.034833,13.244056
"VIA STIRIA 45/6-7, 33100, UDINE, UD",02956690305,VAPITA SRL,UL-2,46.034833,13.244056
"VIA STIRIA 7/9/11, 33100, UDINE, UD",03393460237,CARTRONIC GROUP S.R.L.,UL-1,46.040324,13.243158
"VIA STIRIA 7-9-11, 33100, UDINE, UD",00347430282,ACME S.P.A.,UL-1,46.040324,13.243158
"VIA STIRIA CENTRO PARTIGROSS 45, 33100, UDINE, UD",02857250308,EUROPAY S.R.L.,SEDE,46.03455,13.243781
"VIA STIRIA INT.12 36, 33100, UDINE, UD",00657750303,ISTITUTO DI DIAGNOSTICA RADIOLOGICA S.R.L.,SEDE,46.038036,13.2452
"VIA STIRIA N.7-9-11, 33100, UDINE, UD",00302190376,SIRE S.P.A.,UL-3,46.040324,13.243158
"VIA STOPPANI 21, 34077, RONCHI DEI LEGIONARI, GO",14819431009,LEONARDO INTERNATIONAL S.P.A.,UL-1,45.832101,13.480387
"VIA STOPPANI 23, 34077, RONCHI DEI LEGIONARI, GO",00469990311,EXOR EMBEDDED S.R.L.,SEDE,45.83648,13.48425
"VIA STORTA 4, 33095, SAN GIORGIO DELLA RICHINVELDA, PN",01665200935,FEDRIGO S.R.L.,SEDE,46.062348,12.882625
"VIA STR. PROVINCIALE LATISANA SNC, 33050, RONCHIS, UD",01848280267,SUPERBETON S.P.A.,UL-10,46.129606,13.328449
"VIA STRABONE 1, 34134, TRIESTE, TS",01309740320,LABORATORIO DI INGEGNERIA MAREGA S.R.L.,UL-1,45.659189,13.781944
"VIA STRADA ALTA 7, 33078, SAN VITO AL TAGLIAMENTO, PN",01187330939,TREVISAN S.R.L.,SEDE,45.902007,12.873509
"VIA STRADA BOSCO BANDO SNC, 33050, CARLINO, UD",02133590220,CARLINO 3 S.R.L.,UL-1,45.802217,13.188164
"VIA STRADA BRAIDE 21, 33043, CIVIDALE DEL FRIULI, UD",02776330306,TOZMANIA S.R.L.,SEDE,46.07145,13.42926
"VIA STRADA CASUT 25/C, 33077, SACILE, PN",04912280262,SALVADOR ALESSANDRO S.R.L.,UL-1,45.931974,12.540182
"VIA STRADA COLUNA SNC, 33050, CARLINO, UD",02167130224,CARLINO 1 S.R.L.,UL-1,45.802217,13.188164
"VIA STRADA DA MONTANA 3, 34070, SAN LORENZO ISONTINO, GO",01087010318,CELMEX S.R.L.,SEDE,45.929132,13.522724
"VIA STRADA DA MONTANA 5, 34070, SAN LORENZO ISONTINO, GO",00520490319,PROFILI CAVERZAN DI PRINCIC S.R.L.,SEDE,45.929132,13.522724
"VIA STRADA DEI LUSTREI 3/5, 33050, RONCHIS, UD",02825540301,CAMILOT RECYCLING S.R.L.,SEDE,46.129606,13.328449
"VIA STRADA DEI PRATI S.N.C., 33030, MORUZZO, UD",02982880300,S.C.M. - SPORTING CLUB MORUZZO SOCIETA  SPORTIVA DILETTANTISTICA A RESPONSABILITA  LIMITATA IN BREVE ANCHE S.C.M. S.S.D. A R. L.,SEDE,46.119754,13.123248
"VIA STRADA DEI PRATI SNC, 33030, MORUZZO, UD",02382220305,CAMELOT HOLDING SRL,UL-2,46.129713,13.126774
"VIA STRADA DEL CONFINE 41, 36056, TEZZE SUL BRENTA, VI",02382140248,HELIOS COATINGS ITALIA S.R.L.,SEDE,45.683053,11.703403
"VIA STRADA DEL FRIULI 505/3, 34136, TRIESTE, TS",03528410289,MOUNTAIN NETWORK S.R.L,UL-1,45.687699,13.752864
"VIA STRADA DI LESTANS 1, 33090, SEQUALS, PN",01743950931,G & F S.R.L.,SEDE,46.164722,12.831288
"VIA STRADA DI OSELIN SNC, 33047, REMANZACCO, UD",02385850306,POLARIA S.R.L.,UL-3,46.070016,13.329472
"VIA STRADA DI SALT 36, 33047, REMANZACCO, UD",02973120302,F.LLI TOROS IMMOBILIARE S.R.L.,SEDE,46.084077,13.294867
"VIA STRADA DI SALT 46/10, 33047, REMANZACCO, UD",12546450151,BLU SERVICE S.R.L.,UL-1,46.084077,13.294867
"VIA STRADA DI SALT 48, 33047, REMANZACCO, UD",01958710301,BIQUADRO CAFFE  SRL,SEDE,46.083822,13.296084000000002
"VIA STRADA DI SALT 66, 33047, REMANZACCO, UD",02314240306,EUROLLS INDUSTRIAL SPA,UL-9,46.086594,13.293885
"VIA STRADA DI SALT SNC, 33047, REMANZACCO, UD",02091770301,NONINO COSTRUZIONI SRL,UL-1,46.084339,13.293861
"VIA STRADA DI SAN MARTINO SNC, 33047, REMANZACCO, UD",02812590301,SID S.R.L.,SEDE,46.076519,13.305267
"VIA STRADA DI SPESSA 8, 33043, CIVIDALE DEL FRIULI, UD",02254930304,IMMOBILIARE CASA MARGHERITA SRL,SEDE,46.03574,13.450617
"VIA STRADA INTERNA 24/C, 33077, SACILE, PN",00247550932,PALU  MARIO S.R.L.,SEDE,45.91624,12.51975
"VIA STRADA INTERNA 27, 33077, SACILE, PN",02081030260,EDIL CAM S.R.L.,SEDE,45.954053,12.508961
"VIA STRADA MASO 17, 33070, POLCENIGO, PN",01832890931,SGB MOTORSPORT - SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,46.041137,12.503778
"VIA STRADA PROVINCIALE 126, 33041, AIELLO DEL FRIULI, UD",08243070151,INTIMO 3 SPA,UL-2,45.885536,13.343644
"VIA STRADA ROSSA 9, 33076, PRAVISDOMINI, PN",00072370935,IMMOBILIARE DAL ZIN S.R.L,SEDE,45.818867,12.69409
"VIA STRADA STATALE PONTEBBANA 77, 33031, BASILIANO, UD",02045290307,STUDIO KAPPA SRL,SEDE,46.014448,13.106035
"VIA STRADA VAL RACCOLANA, 33010, CHIUSAFORTE, UD",01355980309,I.G.F. IDROELETTRICHE GESTIONI FRIULANE S.R.L.,UL-4,46.408839,13.311317
"VIA STRADA VECCHIA PER RIVIG 5, 33061, RIVIGNANO TEOR, UD",02300650302,AZ METALLI S.R.L.,UL-3,45.863169,13.049833
"VIA STRADALTA 23/C, 33032, BERTIOLO, UD",01284200936,LAMONESE - MF SRL,UL-2,45.950136,13.053612
"VIA STRADALTA 25, 33032, BERTIOLO, UD",00462560301,LA BERTIOLESE DI PIOVESAN DARIO S.R.L.,SEDE,45.950794,13.054066
"VIA STRADALTA 27, 33032, BERTIOLO, UD",02935550307,MAVER LAB SRL,SEDE,45.950102,13.055844
"VIA STRADALTA 29, 33032, BERTIOLO, UD",03966430278,VENEDIL S.R.L.,UL-1,45.950137,13.056455
"VIA STRADALTA 35, 33032, BERTIOLO, UD",02073310308,FEBERPLAST S.R.L.,SEDE,45.949923,13.056404
"VIA STRADALTA 53, 33032, BERTIOLO, UD",02626890301,G.P. EDILIZIA S.R.L.,SEDE,45.948307,13.068234
"VIA STRADALTA 6, 33050, GONARS, UD",02252140302,BIMART S.R.L.,SEDE,45.882353,13.258403
"VIA STRADALTA 8, 33050, GONARS, UD",02903930309,CREATIVESPORT S.S.D. A R.L.,SEDE,45.882353,13.258403
"VIA STRADALTA S.N.C., 34070, SAVOGNA D ISONZO, GO",01205080318,ROSEBUD AGRICOLA S.R.L.,UL-1,45.902704,13.572046
"VIA STRADELLA 5, 33030, MORUZZO, UD",01711600302,OFF.M.A.  S.R.L. - CARPENTERIE METALLICHE,SEDE,46.119754,13.123248
"VIA STRADELLE 141, 33084, CORDENONS, PN",01611250935,ESAENERGIE S.R.L.,SEDE,45.982074,12.690331
"VIA STRADELLE 15, 33084, CORDENONS, PN",02542860594,OBEX POWER S.R.L.,SEDE,45.989149,12.700203
"VIA STRADELLE 25, 33170, PORDENONE, PN",01684840935,FRA-MED S.R.L.,UL-1,45.974851,12.675468
"VIA STRADELLE 3/B, 33170, PORDENONE, PN",01737800936,OLMEC SRL,SEDE,45.956368,12.661452
"VIA STRADELLE 49, 33170, PORDENONE, PN",01853110938,SMARTWATER S.R.L.,SEDE,45.956368,12.661452
"VIA STRADELLE 5/A, 33170, PORDENONE, PN",01420640938,ACTIONET S.R.L.,UL-1,45.972184,12.668664
"VIA STRADONE ZUINO NORD 419, 33050, TORVISCOSA, UD",02459300303,AM MAISANO S.R.L.,SEDE,45.829045,13.280629
"VIA STRADONE ZUINO NORD 97/A, 33050, TORVISCOSA, UD",01273100196,K SERVICES ITALY SRL,UL-1,45.829045,13.280629
"VIA STRAGE 14 LUGLIO 1943 SNC, 91011, ALCAMO, TP",02817870302,INDEPENDENT TANK TRANSPORT S.R.L.,SEDE,37.991647,12.97515
"VIA STRASSOLDO 5, 33100, UDINE, UD",02933620300,AKTRA SRL,SEDE,46.055295,13.249061
"VIA STRASSOLDO 7, 33100, UDINE, UD",02923140301,X.W STORE S.R.L.,SEDE,46.055345,13.249245
"VIA STRASSOLDO, 33057, PALMANOVA, UD",02333450308,AGRACER S.R.L.,UL-2,45.909424,13.305729
"VIA STRAULINARS SN, 33020, SUTRIO, UD",00664260304,EMMEDIEMME S.R.L.,UL-2,46.511772,12.98981
"VIA STREGHE 16, 33170, PORDENONE, PN",01818330936,STL FINITURE S.R.L.,SEDE,45.974285,12.680635
"VIA STRETTA 2, 33050, TRIVIGNANO UDINESE, UD",02069870307,SEDIL CURVI S.R.L.,UL-4,45.928812,13.332529
"VIA STRETTA 2, 33081, AVIANO, PN",97103880585,POSTE ITALIANE - SOCIETA  PER AZIONI,UL-12,46.068571,12.590894
"VIA STRETTA 2/A, 33050, PAVIA DI UDINE, UD",03014660306,GRASSI SRL,SEDE,45.974025,13.318709
"VIA STRETTA 4, 33080, ZOPPOLA, PN",01426550933,ARIA S.R.L.,SEDE,45.973401,12.797974
"VIA STRETTA 51/B, 33053, LATISANA, UD",01717550303,ONORANZE FUNEBRI DI LUCA E SERRA S.R.L.,SEDE,45.771221,13.003379
"VIA STRETTA 6, 33080, ZOPPOLA, PN",00799960158,INTESA SANPAOLO SPA,UL-21,45.973303,12.797995
"VIA STRETTA 7, 33042, BUTTRIO, UD",01497860302,TRATTORIA AL PARCO S.R.L.,SEDE,46.01557,13.33196
"VIA STRETTA 7-A, 33042, BUTTRIO, UD",01497860302,TRATTORIA AL PARCO S.R.L.,UL-1,46.01557,13.33196
"VIA STRETTA 7-B, 33042, BUTTRIO, UD",01506590304,IMMOBILIARE MEROI S.R.L.,SEDE,46.015417,13.33251
"VIA STRETTA BERNARDO M. DE RUBEIS 11, 33043, CIVIDALE DEL FRIULI, UD",01820580304,MODULCASA S.R.L.,SEDE,46.080145,13.433127
"VIA STRETTA DEL PARCO 4, 33042, BUTTRIO, UD",02960200307,VISITAIT IN QUAD SRLS SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA A SOCIO UNICO,SEDE,46.015885,13.331922
"VIA STRETTA PIZZULA 11, 33043, CIVIDALE DEL FRIULI, UD",97103880585,POSTE ITALIANE - SOCIETA  PER AZIONI,UL-98,46.105744,13.455957
"VIA STRIGELIS SNC, 33078, SAN VITO AL TAGLIAMENTO, PN",01487890939,AZ. AGRICOLA AMBROSIO SERGIO SOCIETA  AGRICOLA S.R.L.,UL-1,45.915523,12.855282
"VIA STRINGHER 11, 33042, BUTTRIO, UD",01497860302,TRATTORIA AL PARCO S.R.L.,UL-2,46.009943,13.326561
"VIA STRINGHER 25, 33100, UDINE, UD",02494660281,C.D.I.  S.R.L. - CENTRO DIFFUSIONE IMMAGINE,SEDE,46.061459,13.235271
"VIA STRINGHER 7, 33100, UDINE, UD",04240010274,OVS SPA,UL-1,46.061809,13.235911
"VIA STRINGHER 8, 33170, PORDENONE, PN",00579380932,CENTERCASA S.P.A.,SEDE,45.961984,12.678065
"VIA STRINGHER, 33084, CORDENONS, PN",01118360930,BOER GROUP S.R.L.,SEDE,45.985841,12.703551
"VIA STROPPAGALLO 15, 33055, MUZZANA DEL TURGNANO, UD",01828230308,KRUST S.R.L.,SEDE,45.817587,13.121996
"VIA STROPPAGALLO 27, 33050, POCENIA, UD",02798670309,ALUFFI SRL,SEDE,45.84035,13.11095
"VIA STROPPAGALLO, 33055, MUZZANA DEL TURGNANO, UD",80018090300,TENUTA LA FAVORITA S.R.L.,UL-1,45.82224,13.122907
"VIA STUFFERI 19/B, 33078, SAN VITO AL TAGLIAMENTO, PN",01657550933,MONTINVEST SERVICE S.R.L.,SEDE,45.912586,12.847496
"VIA STUPARICH 10, 34125, TRIESTE, TS",00972860324,EDIL - PROGRESS S.R.L.,SEDE,45.650592,13.783467
"VIA STUPARICH 2, 34125, TRIESTE, TS",03548040967,MEDIC4ALL ITALIA S.R.L.,UL-1,45.65175,13.781603
"VIA SUBIDA 16, 33040, POVOLETTO, UD",80006010302,TENIMENTI CIVA  SOCIETA  AGRICOLA S.R.L.,SEDE,46.140455,13.317649
"VIA SUBIDA 23, 34071, CORMONS, GO",01135470316,DUE DEL MONTE QUARIN S.R.L. - SOCIETA  AGRICOLA,UL-4,45.957987,13.464282
"VIA SUBIDA 46, 34071, CORMONS, GO",01186780316,VM PERFORMANCE HORSE SOCIETA  SPORTIVA DILETTANTISTICA S.R.L.,SEDE,45.960315,13.469472
"VIA SUBIDA 6, 34071, CORMONS, GO",01208140317,AGROTECH SOCIETA  AGRICOLA A R.L.,SEDE,45.957675,13.484721
"VIA SUOR SERAFINA GREGORIS 23/1, 33080, FIUME VENETO, PN",01340270931,IMMOBILIARE FIUME S.R.L.,SEDE,45.930679,12.735943
"VIA SUPERIORE 27/A, 33100, UDINE, UD",01687390300,PAMI SRL,SEDE,46.067615,13.228574
"VIA SUPERIORE 36, 33030, DIGNANO, UD",02185590300,R.C.U. COSTRUZIONI S.R.L.,SEDE,46.099288,12.946162
"VIA SUPERIORE 4, 33010, MALBORGHETTO VALBRUNA, UD",02191360300,OBERRICHTER S.R.L.,SEDE,46.507226,13.440139
"VIA SUPERIORE 6, 33100, UDINE, UD",02854750300,TOKS S.R.L.S.,SEDE,46.067913,13.229388
"VIA SUPERIORE 75, 33100, UDINE, UD",02925770303,HIMALAYA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,46.067242,13.22707
"VIA SUSANS 19, 33100, UDINE, UD",00804560324,FORWIN S.R.L.,SEDE,46.085833,13.223432
"VIA SUSANS 49, 33100, UDINE, UD",02930270307,PRO SERVICE S.R.L.,SEDE,46.085877,13.220707
"VIA SUTTI 15, 33100, UDINE, UD",02481340301,AUTODESIGN S.R.L.,SEDE,46.068164,13.227295
"VIA SUZZOLINS 1, 33073, CORDOVADO, PN",01586830935,IBM S.R.L.,SEDE,45.826704,12.883394
"VIA SUZZOLINS 1, 33075, CORDOVADO, PN",00232010934,BELLOMO COSTRUZIONI S.R.L.,SEDE,45.826704,12.883394
"VIA SVEVO - LIV. II INT. 166, 34144, TRIESTE, TS",00410200026,BOTTEGA VERDE - S.R.L.,UL-2,45.633823,13.779927
"VIA SVEVO - LIV. III INT. 217, 34144, TRIESTE, TS",00362520280,COMPAR - SOCIETA  PER AZIONI,UL-8,45.633823,13.779927
"VIA SVEVO 14 - LIV. 1 INT. 29, 34144, TRIESTE, TS",10681830153,TIM RETAIL S.R.L.,UL-1,45.634258,13.780413
"VIA SVEVO 14 - LIVELLO 1/INT. B10, 34144, TRIESTE, TS",02180760965,MEDIAMARKET SPA,UL-1,45.634258,13.780413
"VIA SVEVO 14 - LIVELLO I INT. 11, 34144, TRIESTE, TS",01016630327,OPTIMAX - SOCIETA  A RESPONSABILITA  LIMITATA,UL-3,45.634258,13.780413
"VIA SVEVO 14, 34144, TRIESTE, TS",02623040983,BIALETTI STORE S.R.L.,UL-1,45.63425800000001,13.780413000000001
"VIA SVEVO 14/16 - LIV. 1/INT. 2/3, 34144, TRIESTE, TS",02100770169,LVMH ITALIA S.P.A.,UL-1,45.634024,13.7807
"VIA SVEVO 14/16 LIV. 2/INT.111+112, 34144, TRIESTE, TS",01980940835,DOUGLAS ITALIA S.P.A.,UL-11,45.634024,13.7807
"VIA SVEVO 14/16, 34144, TRIESTE, TS",07509430638,PIAZZA ITALIA S.P.A.,UL-1,45.634258,13.780413
"VIA SVEVO 14-16, 34144, TRIESTE, TS",03232400048,MIROGLIO FASHION S.R.L.,UL-5,45.634258,13.780413
"VIA SVEVO 14-16, 34145, TRIESTE, TS",03217130966,GAMESTOP ITALY S.R.L.,UL-1,45.630597,13.78722
"VIA SVEVO 2, 34144, TRIESTE, TS",00930530324,ACEGASAPSAMGA S.P.A.,UL-3,45.637534,13.777359
"VIA SVEVO 44, 34145, TRIESTE, TS",00488410010,TELECOM ITALIA SPA O TIM S.P.A.,UL-10,45.627822,13.781401
"VIA SVEVO SNC, 34144, TRIESTE, TS",04240010274,OVS SPA,UL-3,45.633794,13.780086
"VIA SVIZZERA 16, 35127, PADOVA, PD",02375470289,AB ANALITICA SRL,SEDE,45.395737,11.955581
"VIA T. CICONI 10, 33100, UDINE, UD",01376670301,CRITERIA S.R.L.,UL-3,46.057847,13.23966
"VIA T. CICONI 16, 33100, UDINE, UD",01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-12,46.057537,13.237913
"VIA T. CICONI 20, 33100, UDINE, UD",01738760303,NATURA & SINTESI S.R.L.,SEDE,46.057383,13.237006
"VIA T. CICONI 22, 33100, UDINE, UD",00252240304,DATAFRIULI S.R.L.,SEDE,46.057278,13.236473
"VIA T. CICONI 22/A, 33100, UDINE, UD",01780280309,EXCOL S.R.L.,UL-4,46.057221,13.236483
"VIA T. CICONI 26/1, 33100, UDINE, UD",02972830307,INTERMEDIA CONSULTING SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIF ICATA,UL-1,46.057181,13.236016
"VIA T. CICONI 4, 33100, UDINE, UD",02836860300,SOLUZIONI SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,46.057959,13.240192
"VIA T. CICONI, 33038, SAN DANIELE DEL FRIULI, UD",01768100305,A.S.A. S.R.L. - AGENZIA SANITA  E AMBIENTE,UL-3,46.157005,13.009513
"VIA T. DECIANI 85, 33100, UDINE, UD",02044250302,IMPRESA ROYAL CASE S.R.L.,SEDE,46.069053,13.231674
"VIA T. DONADON 4, 33170, PORDENONE, PN",01657170930,KRAMER & CO S.R.L.,SEDE,45.95019,12.667821
"VIA T. DRUSIN 25, 33044, MANZANO, UD",02169690308,OLOMED S.R.L.,SEDE,45.988511,13.387842
"VIA T. EDISON 33, 25048, SONICO, BS",01455000172,COTONELLA S.P.A.,SEDE,46.16835,10.348787
"VIA T. VECELLIO 14, 34074, MONFALCONE, GO",02048890244,MULTIDOMUS S.R.L.,SEDE,45.80674,13.526524
"VIA T. WASSERMAN Z.I. AUSSA CORNO 11, 33050, CARLINO, UD",02466440167,MEDIGAS ITALIA S.R.L.,UL-1,45.802217,13.188164
"VIA T.A. EDISON 79, 31020, VILLORBA, TV",04265090268,N.B.L. S.R.L.,SEDE,45.722107,12.25251
"VIA T.S. SBRIZZAI 12, 33027, PAULARO, UD",00799960158,INTESA SANPAOLO SPA,UL-27,46.531054,13.115538
"VIA TABAI 3, 34170, GORIZIA, GO",00334120284,SMART S.P.A.,UL-4,45.919544,13.611597
"VIA TABINA 18, 33098, VALVASONE ARZENE, PN",01493100935,PRISMAFOOD S.R.L.,SEDE,45.96155,12.869229
"VIA TABOGA 10/12, 33013, GEMONA DEL FRIULI, UD",04819470263,T-FOOD S.R.L.,UL-1,46.262654,13.108128
"VIA TABOGA 109, 33013, GEMONA DEL FRIULI, UD",02104350307,GUERRA CAR SERVICE S.R.L.,SEDE,46.264381,13.107497
"VIA TABOGA 11, 33013, GEMONA DEL FRIULI, UD",05282230720,LADISA S.R.L.,UL-1,46.26265,13.10806
"VIA TABOGA 115, 33013, GEMONA DEL FRIULI, UD",01133070316,SANITAS FRIULI SRL,UL-1,46.264477,13.107615
"VIA TABOGA 132, 33013, GEMONA DEL FRIULI, UD",02500670308,ARREDOGEMONA S.R.L.,SEDE,46.289147,13.145738
"VIA TABOGA 133, 33013, GEMONA DEL FRIULI, UD",02289400307,IDROTERMICA LONDERO EDO  S.R.L.,SEDE,46.266057,13.107258
