Indirizzo Completo,A-Codice fiscale,A-Denominazione,First A-Sede/U.L.,Average of Lat,Average of Long
"VIA FRATTE 70, 33080, FIUME VENETO, PN",02687540308,PEZZATA ROSSA INNOVAZIONE E SERVIZI SOCIETA  AGRICOLA A RESPONSABILITA  LIMITATA,UL-1,45.927436,12.73219
"VIA FRATTE 71, 33082, AZZANO DECIMO, PN",01781720931,ROVER CLEAN S.R.L.,UL-1,45.907128,12.710618
"VIA FRATTINA 66/A, 33076, PRAVISDOMINI, PN",01716210933,GIELLE PLAST S.R.L.,UL-3,45.810906,12.682415
"VIA FRATTINA 68/70, 33076, PRAVISDOMINI, PN",01716210933,GIELLE PLAST S.R.L.,UL-1,45.811363,12.682542
"VIA FRATTINA 82/84, 33076, PRAVISDOMINI, PN",00412260937,CENTRO SERVIZI DOGANALI - S.P.A.,UL-3,45.812144,12.684671
"VIA FRATTINA SNC, 33076, PRAVISDOMINI, PN",01185800933,IDROEQUIP S.R.L.,UL-3,45.818867,12.69409
"VIA FRAUSIN 5, 34015, MUGGIA, TS",00995740321,CLINICA VETERINARIA TERGESTE S.T.P. A RESPONSABILITA  LIMITATA IN FORMA ABBREVIATA CLINICA VETERINARIA TERGESTE S.T.P. A R.L.,UL-1,45.603577,13.770969
"VIA FRAUSIN 9, 34015, MUGGIA, TS",00980680326,ACLI SERVICE TRIESTE/GORIZIA - S.R.L.,UL-4,45.603695,13.771898
"VIA FRAZIONE VILLANOVA 5, 33170, PORDENONE, PN",01699990931,ARCADIA S.R.L.,UL-1,45.932462,12.673654
"VIA FRESCHI 8, 33078, SAN VITO AL TAGLIAMENTO, PN",01480150307,SUPERMERCATO AC S.R.L.,UL-2,45.913299,12.86011
"VIA FRIGESSI 7, 34147, TRIESTE, TS",00663880326,AGROMECCANICA DI LORENZO DOTTOR ELLER S.R.L.,UL-1,45.618021,13.821032
"VIA FRIULI 05, 33010, CHIUSAFORTE, UD",02116770302,MEDITUR ALBERGHI S.R.L,UL-1,46.388985,13.472429
"VIA FRIULI 22, 33054, LIGNANO SABBIADORO, UD",02945200307,MELLON SRL,UL-1,45.690535,13.146514
"VIA FRIULI 29, 34071, CORMONS, GO",01018390318,STAF - STRUTTURE ASSICURATIVE E FINANZIARIE S.R.L.,UL-1,45.957153,13.469956
"VIA FRIULI 36, 33054, LIGNANO SABBIADORO, UD",02895370308,SAPORI SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-2,45.690278,13.146999
"VIA FRIULI 39, 33080, PRATA DI PORDENONE, PN",00382660934,ARMOBIL S.R.L.,UL-1,45.879308,12.570065
"VIA FRIULI 49, 33080, PRATA DI PORDENONE, PN",01409730932,GRAFICHE SAN MARCO S.R.L.,UL-1,45.88056,12.570728
"VIA FRIULI 5, 33010, CHIUSAFORTE, UD",02790740308,0433 S.R.L.,UL-2,46.388989,13.472383
"VIA FRIULI 5, 33033, CODROIPO, UD",02184680300,ACLI SERVICE UDINE S.R.L.,UL-1,45.960017,12.983323
"VIA FRIULI 5/A - 6, 33050, GONARS, UD",01750340307,B METERS SRL,UL-3,45.901636,13.253883
"VIA FRIULI 9B, 33054, LIGNANO SABBIADORO, UD",02796130306,LU & DA SRL,UL-1,45.691286,13.146062
"VIA FRIULI, 33018, TARVISIO, UD",00552010308,FRIULI LEGNAMI S.R.L.,UL-1,46.465475,13.55346
"VIA G .E S. CABOTO 4, 34147, TRIESTE, TS",00727270324,STEFANIN - SOCIETA  A RESPONSABILITA  LIMITATA,UL-9,45.618626,13.802482
"VIA G E SEBASTIANO CABOTO 24, 34147, TRIESTE, TS",01163670936,AUTOPIU  S.P.A.,UL-2,45.617251,13.809554
"VIA G E SEBASTIANO CABOTO 28, 34147, TRIESTE, TS",00713710325,VIGNA SUL MAR - S.R.L. - SOCIETA AGRICOLA,UL-4,45.618021,13.821032
"VIA G. AGNELLI 1, 33083, CHIONS, PN",01667310930,ALGOCRAFT S.R.L.,UL-2,45.868149,12.775857
"VIA G. AMENDOLA 5, 34077, RONCHI DEI LEGIONARI, GO",00760160325,PROMALP - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.828964,13.500651
"VIA G. B. GALLERIO 13, 33019, TRICESIMO, UD",01832530305,SANIRAD  S.R.L.,UL-2,46.159626,13.208999
"VIA G. B. GALLERIO 6, 33033, CODROIPO, UD",02259960306,BLUENERGY GROUP S.P.A.,UL-11,45.957481,12.99164
"VIA G. B. MADDALENA 1, 33040, POVOLETTO, UD",02538950300,LOGISTIC PARK SRL,UL-1,46.118187,13.298147
"VIA G. BALDISSERA 7, 33100, UDINE, UD",02538720307,PEPATADICORTE S.R.L.,UL-1,46.0665,13.230563
"VIA G. BELTRAME, 33042, BUTTRIO, UD",00163230303,LAMINATOIO DI BUTTRIO-SOCIETA  PER AZIONI,UL-1,46.005583,13.333423
"VIA G. CAPRIN 47, 34073, GRADO, GO",02887630305,SAMADHI S.R.L.,UL-1,45.677176,13.388472
"VIA G. CARDUCCI 36, 33100, UDINE, UD",01198150318,AI DUE AIRONI SOCIETA  AGRICOLA S.R.L.,UL-2,46.05966,13.240297
"VIA G. CARDUCCI 7, 33030, DIGNANO, UD",02956690305,VAPITA SRL,UL-1,46.084664,12.941267
"VIA G. CARDUCCI 72, 33074, FONTANAFREDDA, PN",01754830931,ESSEFFE SRL,UL-6,45.975149,12.577858
"VIA G. CECONI 2, 33100, UDINE, UD",01179510324,S.M.L. SRL,UL-1,46.067462,13.234463
"VIA G. CESARE 10, 34123, TRIESTE, TS",00930530324,ACEGASAPSAMGA S.P.A.,UL-16,45.644764,13.754482
"VIA G. D ANNUNZIO 1, 33050, SANTA MARIA LA LONGA, UD",02285460305,GIOTTO S.R.L.,UL-1,45.933186,13.291548
"VIA G. D ANNUNZIO 6, 33010, TAVAGNACCO, UD",00564710937,JULIA GAS S.R.L.,UL-6,46.113823,13.212331
"VIA G. D ANNUNZIO 7/11, 33050, SANTA MARIA LA LONGA, UD",02116010303,DISOLVER SRL,UL-2,45.933186,13.291548
"VIA G. D ANNUNZIO 9/5, 33050, SANTA MARIA LA LONGA, UD",14352511001,MATTEO 2 SRL,UL-2,45.933186,13.291548
"VIA G. DA VERRAZZANO 1, 34070, GRADO, GO",00148510316,MARINA AZZURRA S.P.A.,UL-1,45.681716,13.376698
"VIA G. DELEDDA 13/15, 34079, STARANZANO, GO",00488110933,CANTON COLORI S.R.L.,UL-2,45.794124,13.50862
"VIA G. DI VITTORIO 14, 33059, FIUMICELLO VILLA VICENTINA, UD",01000710317,UNICAR S.R.L.,UL-1,45.813704,13.395283
"VIA G. DONIZETTI 3/A, 34133, TRIESTE, TS",01084190329,SERVIZI EDITORIALI S.R.L.,UL-1,45.65293,13.779645
"VIA G. E D. ECONOMO 12, 34123, TRIESTE, TS",01298380328,DRAW S.R.L.,UL-2,45.644261,13.758284
"VIA G. E S. CABOTO 19, 34148, TRIESTE, TS",01295650327,JAVA BIOCOLLOID EUROPE SRL,UL-2,45.615142,13.806878
"VIA G. E S. CABOTO 23, 34147, TRIESTE, TS",01024690321,NARNEW S.R.L.,UL-5,45.618021,13.821032
"VIA G. E S. CABOTO 23/SUB39, 34147, TRIESTE, TS",01038120307,GRUPPO ILLIRIA S.P.A.,UL-1,45.618021,13.821032
"VIA G. E SEBASTIANO CABOTO 20, 34147, TRIESTE, TS",00664770328,F.A.T.I. - S.R.L.,UL-2,45.618626,13.802482
"VIA G. ELLERO 23, 33021, AMPEZZO, UD",01698950936,METAL-TECH S.R.L.,UL-1,46.409813,12.807125
"VIA G. FERRARIS 7, 34074, MONFALCONE, GO",00252240304,DATAFRIULI S.R.L.,UL-1,45.812856,13.5233
"VIA G. GALILEI 17, 33010, TAVAGNACCO, UD",01448110930,GAZÃˆL S.R.L.,UL-5,46.102237,13.225404
"VIA G. GALILEI 5, 33010, TAVAGNACCO, UD",02284800303,COMARK SRL,UL-1,46.100151,13.226663
"VIA G. GALILEI 64, 33010, TAVAGNACCO, UD",01551640301,MASOTTI SERVIZI S.R.L.,UL-1,46.105016,13.222285
"VIA G. GARIBALDI 28, 34074, MONFALCONE, GO",01167150315,A.B.R. NEW SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.808797,13.527391
"VIA G. GARIBALDI 4, 33070, BRUGNERA, PN",01896390935,DUE I S.R.L.,UL-1,45.897163,12.542423
"VIA G. GARIBALDI 71, 34074, MONFALCONE, GO",02929390306,OCS GROUP SRL,UL-2,45.807276,13.529794
"VIA G. GIUSTI 19, 33100, UDINE, UD",02562460309,PIROBLU S.R.L.,UL-5,46.059919,13.241186
"VIA G. LOCATELLI 4, 33033, CODROIPO, UD",02756300303,IRRIGAZIONE VERDE S.R.L.,UL-1,45.97332,12.99283
"VIA G. MAMELI 3, 33010, TAVAGNACCO, UD",02716970302,D.V. SRL,UL-1,46.10108,13.22234
"VIA G. MARCHI 1, 33028, TOLMEZZO, UD",02316200308,B.ENG S.R.L.,UL-6,46.403393,13.017455
"VIA G. MARCONI 39/A, 33079, SESTO AL REGHENA, PN",01102740931,MIDJ S.P.A.,UL-9,45.886128,12.881655
"VIA G. MARCONI 40, 33040, PRADAMANO, UD",00521510313,MEDIAEST S.R.L.,UL-2,46.032482,13.302946
"VIA G. MARCONI 6, 33038, SAN DANIELE DEL FRIULI, UD",02765980301,MMD SRL,UL-7,46.159752,13.011746
"VIA G. MARCONI 69, 33053, LATISANA, UD",01274390309,CHIURLO S.R.L.,UL-27,45.780349,12.999099
"VIA G. MARCONI 90, 33010, TAVAGNACCO, UD",00165160300,VANELLO EUGENIO & FIGLI S.P.A,UL-1,46.118205,13.217381
"VIA G. MATTEOTTI 2, 33044, MANZANO, UD",02776700300,BORZI CONTRACT S.R.L.,UL-1,45.992943,13.391862
"VIA G. MATTEOTTI 30/F, 33028, TOLMEZZO, UD",02636150308,CNA SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-6,46.408432,13.011628
"VIA G. MAZZINI 31, 33077, SACILE, PN",00378570931,PARADYSE S.R.L.,UL-8,45.953209,12.504616
"VIA G. OBERDAN 63, 33074, FONTANAFREDDA, PN",01791730938,MCZ GROUP  S.P.A.,UL-2,45.973541,12.572953
"VIA G. PARINI 12, 33044, MANZANO, UD",01816460305,FRATELLI TULISSI S.R.L.,UL-1,45.97136,13.371639
"VIA G. PERUSINI 11/C, 33040, PREMARIACCO, UD",02447760303,ORIGINA SRL,UL-1,46.065836,13.396188
"VIA G. PERUSINI 12, 33043, CIVIDALE DEL FRIULI, UD",01058530328,CONFARTIGIANATO SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-8,46.095801,13.423423
"VIA G. ROSSINI 10, 34132, TRIESTE, TS",02047510306,COMELLI E COSATTINI S.R.L.,UL-1,45.652493,13.771919
"VIA G. STEFANI 14/16, 33076, PRAVISDOMINI, PN",01655540936,ADIEMME S.R.L.,UL-3,45.808662,12.681984
"VIA G. STEFANI 17/19, 33076, PRAVISDOMINI, PN",00615890266,JUNIOR 2 S.P.A.,UL-2,45.808662,12.681984
"VIA G. STEFANI 21/23, 33076, PRAVISDOMINI, PN",00615890266,JUNIOR 2 S.P.A.,UL-4,45.808662,12.681984
"VIA G. STEFANI 6/8, 33076, PRAVISDOMINI, PN",01760620938,ALVERMANN SRL,UL-1,45.808662,12.681984
"VIA G. STEFANI N. 25/27, 33076, PRAVISDOMINI, PN",00615890266,JUNIOR 2 S.P.A.,UL-5,45.808662,12.681984
"VIA G. TULLIO 3, 33100, UDINE, UD",01508250303,MOBILIE SRL,UL-1,46.056542,13.234395
"VIA G. VERDI 103, 33030, CAMPOFORMIDO, UD",02910860309,G. & P. CARS SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,46.02859,13.21423
"VIA G. VERDI 4, 34077, RONCHI DEI LEGIONARI, GO",02698230303,ACUSTICA UDINESE SRL,UL-1,45.823219,13.500837
"VIA G. VERDI 64/E, 34077, RONCHI DEI LEGIONARI, GO",00844080325,SERVIZI ASSISTENZA LAVORO - S.R.L.,UL-10,45.822406,13.503027
"VIA G. VERDI 9/2, 33033, CODROIPO, UD",02222490308,RINALDI SERGIO S.R.L.,UL-1,45.961293,12.979708
"VIA G.A. SANTORINI 10, 33170, PORDENONE, PN",02717790303,RP COMPANY S.P.A.,UL-2,45.929667,12.654068
"VIA G.A.M. ROLLET 12, 33034, FAGAGNA, UD",01412210302,SIMEON S.R.L.,UL-5,46.099242,13.089207
"VIA G.B. CANDOTTI 75, 33033, CODROIPO, UD",02973750306,INGEGNERIA E DINTORNI S.R.L.,UL-1,45.960432,12.977
"VIA G.B. GALLERIO 21/23, 33019, TRICESIMO, UD",00493800304,G.S. S.R.L.,UL-2,46.159378,13.208344
"VIA G.B. MADDALENA 24, 33040, POVOLETTO, UD",02121030304,DB IMPIANTI S.R.L.,UL-1,46.092336,13.293203
"VIA G.B. MADDALENA 2-4, 33040, POVOLETTO, UD",80008170302,MADDALENA S.P.A.,UL-3,46.118187,13.298147
"VIA G.B. MADDALENA 25, 33040, POVOLETTO, UD",01533390306,ECOGEST S.R.L.,UL-2,46.118187,13.298147
"VIA G.D ANNUNZIO 7, 33050, SANTA MARIA LA LONGA, UD",02998950303,EGG GROUP SRL,UL-1,45.978363,13.273981
"VIA G.DI VITTORIO 19, 33059, FIUMICELLO VILLA VICENTINA, UD",00238420939,FRIULANA CALCESTRUZZI SRL,UL-2,45.813704,13.395283
"VIA G.DI VITTORIO S.N., 33059, FIUMICELLO VILLA VICENTINA, UD",01016270306,METALINOX S.R.L.,UL-5,45.813704,13.395283
"VIA G.E S. CABOTO 23/SUB40, 34147, TRIESTE, TS",01038120307,GRUPPO ILLIRIA S.P.A.,UL-3,45.618021,13.821032
"VIA G.ELLERO 23, 33021, AMPEZZO, UD",01281780302,MATTIUSSI ECOLOGIA S.P.A.,UL-4,46.409813,12.807125
"VIA G.F. POCAR 1, 34074, MONFALCONE, GO",01755820931,ORONERO SRL,UL-1,45.817955,13.512361
"VIA G.FRESCHI 34 C, 33100, UDINE, UD",02363450301,POLAR S.R.L.,UL-1,46.082009,13.221316
"VIA G.G. MARINONI 7, 33010, CASSACCO, UD",00295760300,FRATELLI VIDONI S.R.L.,UL-2,46.169575,13.204799
"VIA G.GALILEI 36, 33042, BUTTRIO, UD",01482840301,MATERIA S.R.L.,UL-4,46.00438,13.331291
"VIA G.GALILEI 5, 33010, TAVAGNACCO, UD",01878780939,ENGY S.R.L.,UL-1,46.100151,13.226663
"VIA G.MAMELI 30, 33010, TAVAGNACCO, UD",02606390306,ZORATTI SERVICE S.R.L.,UL-3,46.101678,13.222043
"VIA G.MARCONI 34, 33040, PRADAMANO, UD",02924330307,TG NEW.CO SRL,UL-1,46.032482,13.302946
"VIA G.MARCONI 7, 34070, MARIANO DEL FRIULI, GO",00480400316,CONTIAUTO - SOCIETA  A RESPONSABILITA  LIMITATA,UL-5,45.902806,13.471074
"VIA G.MAZZINI 43, 33031, BASILIANO, UD",02779140306,NUMBER ONE SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,46.03006,13.11323
"VIA G.PASOLINI 17, 33072, CASARSA DELLA DELIZIA, PN",01584870933,EUROCASA S.R.L. - AGENZIA IMMOBILIARE,UL-1,45.955165,12.842335
"VIA G.SANTORINI 6, 33170, PORDENONE, PN",00399690932,CENTROGOMME S.R.L.,UL-1,45.959589,12.659618
"VIA G.VERDI 12, 33048, SAN GIOVANNI AL NATISONE, UD",91045060935,VALMAX S.R.L.,UL-1,45.974095,13.40862
"VIA GABBANA 87, 33080, PRATA DI PORDENONE, PN",00279920938,BARATTO - SPEDIZIONI S.R.L.,UL-10,45.893541,12.581496
"VIA GABELLI 12/A, 33080, PORCIA, PN",01859920934,BIRRIFICIO DI NAON S.R.L.,UL-1,45.961322,12.627468
"VIA GABELLI 40, 33080, PORCIA, PN",01180560938,SAROS S.R.L.,UL-6,45.964022,12.626926
"VIA GABRIELE D ANNUNZIO 51, 34077, RONCHI DEI LEGIONARI, GO",01041530328,GOOD FOOD S.R.L.,UL-2,45.82665,13.505469
"VIA GABRIELE D ANNUNZIO 54/7, 33035, MARTIGNACCO, UD",01461470302,S.R.L. FUTURA,UL-2,46.09456,13.135582
"VIA GABRIELE D ANNUNZIO 9, 33050, SANTA MARIA LA LONGA, UD",02192370308,ARCHE  S.R.L. SOLUZIONI AZIENDALI,UL-1,45.933186,13.291548
"VIA GABRIELE D ANNUNZIO 9/4, 33050, SANTA MARIA LA LONGA, UD",02870700305,SMATT S.R.L.,UL-2,45.933186,13.291548
"VIA GABRIELE LUIGI PECILE 35, 33034, FAGAGNA, UD",02470960309,BORGO TERRA DI FAGAGNA S.R.L.,UL-1,46.110627,13.082868
"VIA GABRSCEK 11/5, 34170, GORIZIA, GO",00152730313,M.R. S.R.L.,UL-1,45.913391,13.585817
"VIA GAETA 27, 33100, UDINE, UD",02430570305,NORD - EST DISTRIBUZIONI S.R.L.,UL-1,46.056789,13.227797
"VIA GAETANO DONIZETTI 36, 34074, MONFALCONE, GO",00529490310,"MAM ASCENSORI - SOCIETA  A RESPONSABILITA  LIMITATA, O, IN FORMA ABBREVIATA MAM ASCENSORI S.R.L.",UL-2,45.805737,13.533134
"VIA GALATTI 14, 34132, TRIESTE, TS",01041530328,GOOD FOOD S.R.L.,UL-8,45.655109,13.772946
"VIA GALILEI 1, 34133, TRIESTE, TS",00941640328,INSPECTIONS & CONSULTING S.R.L. IN FORMA ABBREVIATA IN.CO. S.R.L.,UL-10,45.654867,13.780732
"VIA GALILEI 10, 33042, BUTTRIO, UD",01754300307,MAKING S.R.L.,UL-2,46.005864,13.329422
"VIA GALILEI 5, 33010, TAVAGNACCO, UD",01208030328,FINORANGE S.R.L.,UL-2,46.100151,13.226663
"VIA GALILEI 6, 33010, TAVAGNACCO, UD",02971060302,NONSOLOTENNIS SOCIETA  SPORTIVA DILETTANTISTICA A RESPONSABILITA  LIMITATA ABBREVIATO NONSOLOTENNIS S.S.D. A R.L.,UL-1,46.099264,13.227705
"VIA GALILEI SNC, 33044, MANZANO, UD",02594190304,IMPRESEDIL DI DE MARCO ROMOLO  S.R.L.,UL-1,45.997244,13.381849
"VIA GALILEO FERRARIS 17, 34071, CORMONS, GO",01160790315,CMF S.P.A.,UL-2,45.943172,13.462589
"VIA GALILEO FERRARIS 3, 34071, CORMONS, GO",01160790315,CMF S.P.A.,UL-3,45.944232,13.463386
"VIA GALILEO GALILEI 16, 33010, TAVAGNACCO, UD",01847860309,SOLARI DI UDINE SPA,UL-8,46.100217,13.226963
"VIA GALILEO GALILEI 17, 33010, TAVAGNACCO, UD",02673290306,DOMO 360 S.R.L.,UL-1,46.102237,13.225404
"VIA GALILEO GALILEI 2, 33042, BUTTRIO, UD",02959900305,HOME SWEET HOME SRLS,UL-1,46.00766,13.327175
"VIA GALILEO GALILEI 22, 33010, TAVAGNACCO, UD",01847860309,SOLARI DI UDINE SPA,UL-7,46.100728,13.226829
"VIA GALILEO GALILEI 23, 33170, PORDENONE, PN",01379220930,PASHA GROUP S.R.L.,UL-16,45.970622,12.667193
"VIA GALILEO GALILEI 23/A, 33170, PORDENONE, PN",01379220930,PASHA GROUP S.R.L.,UL-15,45.970622,12.667193
"VIA GALILEO GALILEI 25, 34071, CORMONS, GO",01160790315,CMF S.P.A.,UL-1,45.945876,13.440709
"VIA GALILEO GALILEI 27/29, 34071, CORMONS, GO",01160790315,CMF S.P.A.,UL-5,45.957987,13.464282
"VIA GALILEO GALILEI 3/A, 33100, UDINE, UD",02876910304,JOLIE S.R.L.,UL-2,46.066973,13.225394
"VIA GALILEO GALILEI 35, 33010, TAVAGNACCO, UD",00172510307,MAL.MOR. S.R.L.,UL-1,46.10415,13.22275
"VIA GALILEO GALILEI 38, 33042, BUTTRIO, UD",02218760300,BLU LOCK S.R.L.,UL-3,46.004249,13.33147
"VIA GALILEO GALILEI 42, 33010, TAVAGNACCO, UD",02099820306,SILAV CONSULTING S.R.L.,UL-4,46.103564,13.225686
"VIA GALILEO GALILEI 8, 33042, BUTTRIO, UD",01482840301,MATERIA S.R.L.,UL-5,46.006078,13.328724
"VIA GALILEO GALILEI 9, 33010, TAVAGNACCO, UD",02816690305,DARNET SERVIZI SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-2,46.100297,13.226609
"VIA GALLERIA LUIGI QUATTRIN 4, 33080, ZOPPOLA, PN",01868390939,HORIZON INFORMATICA S.R.L.S.,UL-1,45.947175,12.769519
"VIA GALLERIO 6, 33033, CODROIPO, UD",02343880304,BLUENERGY HOME SERVICE S.R.L.,UL-2,45.958916,12.989074
"VIA GALLERIO 9, 33019, TRICESIMO, UD",01832530305,SANIRAD  S.R.L.,UL-4,46.159669,13.209139
"VIA GALLI 2, 33058, SAN GIORGIO DI NOGARO, UD",02071760306,SALUMIFICIO PITACCOLO G. S.R.L.,UL-1,45.827759,13.204641
"VIA GALLINA 2, 34122, TRIESTE, TS",01289070326,SIRCELLI SRL,UL-1,45.6505,13.776914
"VIA GALLINA 4, 34122, TRIESTE, TS",00139620322,POLICLINICO TRIESTINO S.P.A.,UL-5,45.650677,13.776872
"VIA GALLINA 5, 34122, TRIESTE, TS",01136680327,M.A.S.H. - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.65078,13.777083
"VIA GALLOPAT 33, 33087, PASIANO DI PORDENONE, PN",01433230933,V 2 S.R.L.,UL-2,45.872982,12.614897
"VIA GALLOPAT 67, 33087, PASIANO DI PORDENONE, PN",01726440934,LIGNUM VENETIA S.R.L.,UL-1,45.869195,12.621069
"VIA GALLOPAT 79, 33087, PASIANO DI PORDENONE, PN",00207370933,BATTISTELLA GOLF S.R.L.,UL-1,45.867703,12.623102
"VIA GALOPPAT 110/A, 33087, PASIANO DI PORDENONE, PN",01382960936,L.A.P.M.  S.R.L.,UL-2,45.867485,12.622201
"VIA GALOPPAT 120/C, 33087, PASIANO DI PORDENONE, PN",01793590934,U.M. SRL,UL-1,45.86607,12.6225
"VIA GALOPPAT 29, 33087, PASIANO DI PORDENONE, PN",01382960936,L.A.P.M.  S.R.L.,UL-4,45.873771,12.615856
"VIA GALVANI 11, 33080, PORCIA, PN",01672190939,MARCUZZI S.R.L.,UL-1,45.960895,12.600178
"VIA GALVANI 16, 34074, MONFALCONE, GO",00524020310,PAHOR D.O.O. S.R.L.,UL-5,45.813936,13.519285
"VIA GALVANI 18, 34074, MONFALCONE, GO",00523440311,AMBIENT7 S.R.L.,UL-1,45.813707,13.519765000000001
"VIA GALVANI Z.I. 8, 33089, CHIONS, PN",02381280268,AFRA S.R.L.,UL-1,45.846274,12.715768
"VIA GARIBALDI 1, 33050, MORTEGLIANO, UD",02463060307,GIULIA SRL,UL-1,45.944424,13.172257
"VIA GARIBALDI 10, 33050, MORTEGLIANO, UD",01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-23,45.944181,13.171957
"VIA GARIBALDI 124, 33080, ROVEREDO IN PIANO, PN",01561050939,F.A.R.E. S.R.L. - SOCIETA  AGRICOLA,UL-1,46.0175,12.600255
"VIA GARIBALDI 13, 34170, GORIZIA, GO",01126790318,LANZA S.R.L.,UL-1,45.941705,13.621555
"VIA GARIBALDI 166, 33054, LIGNANO SABBIADORO, UD",01292280300,ARMONIA VIAGGI - S.R.L.,UL-4,45.67308,13.108286
"VIA GARIBALDI 2, 33050, CARLINO, UD",02885420303,DENTALNEXT S.R.L.,UL-1,45.802677,13.18796
"VIA GARIBALDI 28, 34074, MONFALCONE, GO",01153610314,ASPHALT DESIGN ITALIA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-2,45.808797,13.527391
"VIA GARIBALDI 29, 33030, MAJANO, UD",02413810306,TABOGA AUTOTRASPORTI S.R.L.,UL-1,46.183305,13.061304
"VIA GARIBALDI 4, 34072, GRADISCA D ISONZO, GO",01018390318,STAF - STRUTTURE ASSICURATIVE E FINANZIARIE S.R.L.,UL-5,45.889841,13.497218
"VIA GARIBALDI 40, 33077, SACILE, PN",01870120936,ORDAN S.R.L.,UL-3,45.954121,12.500007
"VIA GARIBALDI 40/A, 33077, SACILE, PN",01870120936,ORDAN S.R.L.,UL-2,45.954121,12.500007
"VIA GARIBALDI 40/D, 33077, SACILE, PN",01870120936,ORDAN S.R.L.,UL-1,45.954154,12.500081
"VIA GARIBALDI 44, 33050, RONCHIS, UD",01788930301,GALLICI S.R.L.,UL-3,46.129606,13.328449
"VIA GARIBALDI 50/B, 33050, RONCHIS, UD",01932900309,SEVER SRL,UL-3,45.818813,13.005825
"VIA GARIBALDI 50/C, 33050, RONCHIS, UD",01932900309,SEVER SRL,UL-4,45.818813,13.005825
"VIA GARIBALDI 57, 33074, FONTANAFREDDA, PN",01702770932,EIDOS ENGINEERING S.R.L.,UL-1,45.974713,12.56818
"VIA GARIBALDI 6, 34170, GORIZIA, GO",01156850313,ATE SYSTEM S.R.L.,UL-1,45.942199,13.620743
"VIA GARIBALDI 7, 33038, SAN DANIELE DEL FRIULI, UD",02765980301,MMD SRL,UL-9,46.160676,13.010857
"VIA GARIBALDI 71, 34074, MONFALCONE, GO",01208030328,FINORANGE S.R.L.,UL-1,45.807276,13.529794
"VIA GARIBALDI 77, 34074, MONFALCONE, GO",01208030328,FINORANGE S.R.L.,UL-2,45.807226,13.530075
"VIA GARIBALDI 89, 33080, PRATA DI PORDENONE, PN",01119510939,ARCADIA SOCIETA  AGRICOLA SRL,UL-4,45.857531,12.555306
"VIA GARIBALDI 98, 33077, SACILE, PN",01459500938,JUNIOR FIT S.R.L.,UL-3,45.953938,12.498439
"VIA GARZAROLLI 144, 34170, GORIZIA, GO",00552760316,DUSA S.R.L.,UL-2,45.929881,13.618296
"VIA GARZAROLLI 201-203, 34170, GORIZIA, GO",01194070312,BASSI COMMERCIALE S.R.L.,UL-1,45.925793,13.615422
"VIA GARZAROLLI 210, 34170, GORIZIA, GO",02821300304,EMMETI SRL,UL-1,45.92485,13.614077
"VIA GASPARE NEGRO S.N.C, 33050, CASTIONS DI STRADA, UD",01544580937,SOCIETA  AGRICOLA SAN MARTINO S.R.L.,UL-1,45.908349,13.184998
"VIA GASPARI 19, 33053, LATISANA, UD",01809600305,VIDA S.R.L.,UL-1,45.778665,12.99566
"VIA GATTERI 29A, 34129, TRIESTE, TS",01266980323,TERMOTECNICA PETRONIO SRLS,UL-2,45.649021,13.783914
"VIA GAVINANA 32, 34070, SAN LORENZO ISONTINO, GO",02390920300,SPURGO SERVICE SERVIZI AMBIENTALI SRL,UL-1,45.928235,13.527269
"VIA GB BELTRAME 30, 33042, BUTTRIO, UD",00167460302,DANIELI & C. OFFICINE MECCANICHE S.P.A. IN FORMA ABBREVIATA ANCHE  DANIELI & C. S.P.A.,UL-13,46.003429,13.337245
"VIA GEMONA 14, 33100, UDINE, UD",02731630303,FOOD ART S.R.L.,UL-1,46.066403,13.233321
"VIA GEMONA 17/A, 33038, SAN DANIELE DEL FRIULI, UD",01574650303,PROSCIUTTERIE SRL,UL-4,46.165493,13.009079
"VIA GEMONA 25/3, 33100, UDINE, UD",02926380300,FERRT SRL,UL-1,46.068863,13.234076
"VIA GEMONA 28, 33100, UDINE, UD",02617840307,B.M. SRL,UL-3,46.06713,13.233384
"VIA GEMONA 3, 33078, SAN VITO AL TAGLIAMENTO, PN",00141000935,BROVEDANI S.P.A.,UL-10,45.951642,12.888207
"VIA GEMONA 35, 33100, UDINE, UD",02511570307,THE BUSINESS GAME S.R.L.,UL-2,46.069901,13.234517
"VIA GEMONA 4, 33078, SAN VITO AL TAGLIAMENTO, PN",02705480305,CIESSE BETON SRL,UL-1,45.917978,12.857311
